שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
גלידה באר שבע,גלידרייה וקינוחים,מתוקים-קינוחים,"א-ה: 10:00-23:00
שישי: 10:00-17:00
שבת: 10:30-23:30",גרנד קניון,,08-6814555,"ישיבה במסעדה,איסוף עצמי",,Y,גלידריה מתוקים וקינוחים,באר שבע,דרום,N,31.251358,34.769298
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:30-21:30
שישי: 09:30-14:30
שבת: ",דרך הרכבת 1,,,"ישיבה במסעדה,איסוף עצמי",,Y,גלידריה מתוקים וקינוחים,אשדוד,דרום,N,31.776607,34.663783
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:00-22:00
שישי: 09:00-16:20
שבת: 17:30-22:00",דיזינגוף 50,,03-6822201,איסוף עצמי,,Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.075272,34.775168
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:00-22:00
שישי: 09:00-22:00
שבת: 09:00-22:00",ביג פאשן גלילות,,050-8500934,איסוף עצמי,,Y,גלידריה מתוקים וקינוחים,רמת השרון,שרון,N,32.148926,34.805185
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:30-21:30
שישי: 09:30-14:30
שבת: חצי שעה מצאת השבת - 22:00",קניון עזריאלי,,,איסוף עצמי,,Y,גלידריה מתוקים וקינוחים,חולון,מרכז,N,32.012111,34.779233
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 09:30-22:0
שישי: 09:30-15:00
שבת: 10:00-23:00",מתחם פי גלילות,www.vaniglia.co.il,03-6344492,"ישיבה במסעדה,איסוף עצמי",,N,גלידריה מתוקים וקינוחים,רמת השרון,מרכז,N,32.147751,34.806182
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 10:00-22:00
שישי: 10:00-15:00
שבת: שעה מצאת השבת - 22:00",ביג מגדל העמק,,04-6465160,איסוף עצמי,,N,גלידריה מתוקים וקינוחים,מגדל העמק,צפון,N,32.675946,35.240100
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:30-22:00
שישי: 09:30-14:30
שבת: 10:00-22:00",החרושת 9,,0526999662,איסוף עצמי,,N,גלידריה מתוקים וקינוחים,חיפה,צפון,N,32.807148,35.054480
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:30-22:00
שישי: 09:30-14:30
שבת: 10:00-00:00",הנמל 9,,0507471332,איסוף עצמי,,N,גלידריה מתוקים וקינוחים,אשקלון,דרום,N,31.681614,34.556961
NIGHT COOKIE,עוגיות איכותיות חמות וטריות במגוון טעמים מפתיעים,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 10:00-00:00
שישי: 10:00-00:00
שבת: 10:00-00:00",צים אורבן ההדרים 7,,03-9124488,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,גני תקווה,מרכז,N,32.056202,34.882545
La Chocolata,פרלינים ושוקולד,מתוקים-קינוחים,"א-ה: 08:00-17:00
שישי: סדנאות 09:00-21:00
שבת: סדנאות 09:00-21:00",פקיעין,www.lachocolita.com,051-2041994,"איסוף עצמי,משלוחים",,N,גלידריה מתוקים וקינוחים,פקיעין חדשה,צפון,N,32.973437,35.337795
גלידה סיציליאנית,"גלידה, קפה וקינוחים",מתוקים-קינוחים,"א-ה: א'-ד' 10:30-01:30 ה' 10:30-02:00
שישי: 10:30-03:00
שבת: 10:30-02:00",דיזנגוף 170,,03-5375560,"ישיבה במסעדה,איסוף עצמי",,Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.084951,34.774554
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:00-21:00
שישי: 09:00-15:00
שבת: 18:00-22:30",שא נס 17,,054-7677299,"ישיבה במסעדה,איסוף עצמי",,Y,גלידריה מתוקים וקינוחים,באר יעקב,מרכז,N,31.941766,34.833684
NIGHT COOKIE,עוגיות איכותיות חמות וטריות במגוון טעמים מפתיעים,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: א'-ד' 12:00-00:00 ה' 12:00-01:00
שישי: 12:00-01:00
שבת: ",דם המכבים 43,,074-7031853,"ישיבה במסעדה,איסוף עצמי",,N,גלידריה מתוקים וקינוחים,מודיעין-מכבים-רעות,ירושלים,N,31.904636,35.006581
NIGHT COOKIE,עוגיות איכותיות חמות וטריות במגוון טעמים מפתיעים,מתוקים-קינוחים,"א-ה: א'-ד' 11:00-00:00 ה' 12:00-01:00
שישי: 10:00-00:00
שבת: ",קהילת פאדובה 34,,074-7031853,"ישיבה במסעדה,איסוף עצמי",,N,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.115215,34.824177
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 10:00-21:00
שישי: 10:00-15:00
שבת: 10:00-21:00",מרכז מסחרי,,052-25454657,איסוף עצמי,,N,גלידריה מתוקים וקינוחים,גן שמואל,צפון,N,32.447978,34.953777
כנאפה אבו גוש ,הקינוח האהוב בגרסה המתקדמת,מתוקים-קינוחים,"א-ה: 12:30-01:30
שישי: 09:00-16:00
שבת: 20:30-02:00",שדרות דם המכבים 53,,08-6648938,ישיבה במסעדה,כשר,Y,גלידריה מתוקים וקינוחים,מודיעין-מכבים-רעות,ירושלים,N,31.904109,35.006929
sweetime,כל הממתקים שבעולם,מתוקים-קינוחים,"א-ה: 09:30-21:30
שישי: 09:00-15:00
שבת: 18:00-22:00",שדרות בן גוריון 1,,054-4444405,"ישיבה במסעדה,איסוף עצמי",,N,גלידריה מתוקים וקינוחים,כפר יונה,שרון,N,32.320735,34.936647
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מתוקים-קינוחים,"א-ה: 10:00-21:00
שישי: 09:30-14:30
שבת: 10:00-21:00",שדרות שבעת הכוכבים 8,leonidas.co.il,054-6258700,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,הרצליה,שרון,N,32.165306,34.823392
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מתוקים-קינוחים,"א-ה: 09:30-22:00
שישי: 09:00-15:00
שבת: 18:00-23:00",אבא הלל 301 קניון איילון,leonidas.co.il,054-5150581,"ישיבה במסעדה,איסוף עצמי",,Y,גלידריה מתוקים וקינוחים,רמת גן,מרכז,N,32.099547,34.827775
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מתוקים-קינוחים,"א-ה: 09:30-22:00
שישי: 09:00-15:00
שבת: ",קניון עזריאלי תל אביב,leonidas.co.il,054-7328792,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,תל אביב - יפו,מרכז,N,32.074565,34.791178
שוקולד לאונידס,מארזי שוקולד בלגי משובח,מתוקים-קינוחים,"א-ה: 09:30-21:30
שישי: 09:00-14:30
שבת: 18:00-23:00",קניון עיר ימים בני ברמן 2,leonidas.co.il,054-5150491,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,נתניה,שרון,N,32.278811,34.846741
לה גופרה,גלידרייה,מתוקים-קינוחים,"א-ה: 09:30-23:00
שישי: 09:30-23:00
שבת: 09:30-23:00",סניף רגבה - ביג נהריה,,054-6266877,"ישיבה במסעדה,איסוף עצמי",,Y,גלידריה מתוקים וקינוחים,נהריה,צפון,N,32.973175,35.094654
וניליה,גלידרייה וקינוחים,מתוקים-קינוחים,"א-ה: 10:30-21:30
שישי: 09:30-15:00
שבת: 10:00-21:30",מרכז מסחרי מבנה,,04-6968070,ישיבה במסעדה,,Y,גלידריה מתוקים וקינוחים,גן שמואל,צפון,Y,32.447991,34.953777
וניליה,גלידרייה וקינוחים,מתוקים-קינוחים,"א-ה: 10:00-23:00
שישי: 09:00-16:00
שבת: ",ביאליק 76,,03-5378551,ישיבה במסעדה,כשר,N,גלידריה מתוקים וקינוחים,רמת גן,מרכז,Y,32.085507,34.811294
וניליה,גלידרייה וקינוחים,מתוקים-קינוחים,"א-ה: 09:00-21:00
שישי: 09:00-שעתיים לפני כניסת שבת
שבת: ",טום לנטוס 26,,09-9744831,ישיבה במסעדה,כשר,N,גלידריה מתוקים וקינוחים,נתניה,שרון,Y,32.306912,34.869090
וניליה,גלידרייה וקינוחים,מתוקים-קינוחים,"א-ה: 09:00-21:00 סגור עד פברואר
שישי: 08:00-19:00 סגור עד פברואר
שבת: 08:00-22:00 סגור עד פברואר",חוף השרון,,054-9811155,ישיבה במסעדה,כשר,N,גלידריה מתוקים וקינוחים,הרצליה,שרון,Y,32.179980,34.802563
בוזה,"גלידה, קינוחים, טבעוני, ללא סוכר","מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 12:00-23:00
שישי: 09:00-שעה לפני כניסת שבת
שבת: חצי שעה אחרי צאת שבת-23:00",יפה נוף 42,,08-8673333,"ישיבה במסעדה,איסוף עצמי",,N,גלידריה מתוקים וקינוחים,אשקלון,דרום,Y,31.683589,34.561397
DR DESSERT,גלידרייה,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 09:00-21:00
שישי: 09:00-15:00
שבת: מצאת השבת - 22:00",הדולב 102,,053-4529804,איסוף עצמי,כשר,Y,"גלידריה מתוקים וקינוחים,בית קפה",קיסריה,צפון,N,32.512343,34.903034
לה פטיסייר,"בית קפה, קונדיטוריה","בית קפה,מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 08:30-19:00
שישי: 08:00-14:00
שבת: ",נחום שריג 3,,,"ישיבה במסעדה,איסוף עצמי",,N,"גלידריה מתוקים וקינוחים,בית קפה",באר שבע,דרום,N,31.281010,34.804733
מקס ברנר,חנות שוקולד ,מתוקים-קינוחים,"א-ה: 09:00-20:00
שישי: 09:00-14:30
שבת: ",עמק רפאים 40,www.max-brenner.co.il,1700708877,איסוף עצמי,כן,Y,"גלידריה מתוקים וקינוחים,יקבים ומבשלות בירה",ירושלים,ירושלים,N,31.776720,35.225790
DE KARINA,מארזי שוקולד גורמה,מתוקים-קינוחים,"א-ה: חנות אינטרנטית
שישי: חנות אינטרנטית
שבת: חנות אינטרנטית",קיבוץ עין זיוון,de-karina.co.il,04-6993622,משלוחים,,Y,"גלידריה מתוקים וקינוחים,מארזים במשלוח",עין זיוון,צפון,N,33.095239,35.796796
ארטיקים TLV,"מארזי ארטיקים, גלישות ושלגונים",מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",חנות אינטרנטית,greeninvoice.shop/artikimtlv,054-5521004,"איסוף עצמי,משלוחים",,N,"גלידריה מתוקים וקינוחים,מארזים במשלוח",תל אביב - יפו,מרכז,N,32.067650,34.763810
ROY CHOCOLATE ,מפעל בוטיק לייצור שוקולד,מתוקים-קינוחים,"א-ה: חנות אינטרנטית - משלוחים לכל הארץ
שישי: 
שבת: ",חנות אינטרנטית - משלוחים לכל הארץ,www.roychocolate.co.il,054-2800770,"איסוף עצמי,משלוחים",כשר בהשגחת הרבנות פתח תקווה,N,"גלידריה מתוקים וקינוחים,מארזים במשלוח",פתח תקווה,מרכז,N,32.094981,34.860145
bylee ,בוטיק שוקולד בייצור עצמי,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",חלוקי נחל,bylee.co.il,054-7288561,"איסוף עצמי,משלוחים",,N,"גלידריה מתוקים וקינוחים,מארזים במשלוח",הוד השרון,מרכז,N,32.145500,34.888344
tetes-brulees,מותג סוכריות צרפתי,מתוקים-קינוחים,"א-ה: אתר הזמנות אונליין
שישי: אתר הזמנות אונליין
שבת: ",התעשיה 25,,09-8610005,"איסוף עצמי,משלוחים",כשר,Y,"גלידריה מתוקים וקינוחים,מארזים במשלוח",רעננה,שרון,N,32.196114,34.876321
פרי לוקו,"מגשי פירות, קינוחים ועוגות ועוד","מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 07:00-21:00
שישי: 07:00-13:30
שבת: ",רח' שלמה בן יוסף 18,www.priloko.co.il,077-9966558,"איסוף עצמי,משלוחים",כשר,Y,"גלידריה מתוקים וקינוחים,מארזים במשלוח",קריית אתא,צפון,N,32.803713,35.073520
פרי לוקו,"מגשי פירות, קינוחים ועוגות ועוד","מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 07:00-21:00
שישי: 07:00-13:30
שבת: חצי שעה מצאת השבת - 21:00",צביה לובטקין 1,www.priloko.co.il,077-9966558,"ישיבה במסעדה,משלוחים",כשר,N,"גלידריה מתוקים וקינוחים,מיצים ופירות,מארזים במשלוח",הרצליה,שרון,N,32.159325,34.840837
פרי לוקו,"מגשי פירות, קינוחים ועוגות ועוד","מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 07:0-21:00
שישי: 07:00-13:30
שבת: חצי שעה מצאת השבת - 21:00",באר שבע,www.priloko.co.il,077-9966558,"איסוף עצמי,משלוחים",כשר,N,"גלידריה מתוקים וקינוחים,מיצים ופירות,מארזים במשלוח",באר שבע,דרום,N,31.252651,34.802171
יקב דלתון,מכירת יין וסיורים בתיאום מראש ,בר-פאב,"א-ה: 10:00-18:00
שישי: 10:00-14:00
שבת: ",פארק תעשיה דלתון מרום גליל,www.dalton-winery.com/,04-9527107 או 054-6360940,"איסוף עצמי,משלוחים",כשר למהדרין,Y,יקבים ומבשלות בירה,דלתון,צפון,N,33.029603,35.476754
יקב פייב סטונס  יניארדס,יקב בוטיק איכותי מהרי יהודה ,בר-פאב,"א-ה: 08:30-18:30
שישי: בתיאום מראש
שבת: ",גבעת ישעיהו,,074-7030400,משלוחים,כשר,Y,יקבים ומבשלות בירה,גבעת ישעיהו,ירושלים,N,31.672397,34.943196
יקב בזלת הגולן ,"יקב בוטיק - יין, חלבי איטלקי ","איטלקי,בר-פאב,חלבי","א-ה: 10:00-17:00
שישי: 10:00-17:00
שבת: 10:00-17:00",קדמת צבי,www.bazelet-hagolan.com/,04-6965010,"איסוף עצמי,משלוחים",כשר,Y,יקבים ומבשלות בירה,קדמת צבי,צפון,N,33.027775,35.697813
מבשלת שריגים ,מבשלת בירה בוטיק,בר-פאב,"א-ה: 
שישי: 10:30-17:00
שבת: 10:30-17:00",מרכז מסחרי שריגים,www.srigim-beer.co.il,073-2725313,ישיבה במסעדה,,Y,יקבים ומבשלות בירה,שריגים (לי-און),ירושלים,N,31.676297,34.935053
יקב טוליפ,חנות ומרכז מבקרים  ,בר-פאב,"א-ה: 10:00-17:00
שישי: 10:00-17:00
שבת: ",כפר התקווה,,04-9830573,ישיבה במסעדה,,N,יקבים ומבשלות בירה,קריית טבעון,צפון,N,32.701726,35.116846
יקב ona,יקב המייצר ליקרים ,בר-פאב,"א-ה: 
שישי: 
שבת: ",קיבוף רמת רחל,ona.krr.co.il,052-8835979,"ישיבה במסעדה,משלוחים",כשר למהדרין,N,יקבים ומבשלות בירה,רמת רחל,ירושלים,N,31.740216,35.217843
the whisky embassy,חנות יינות ואלכוהול,בר-פאב,"א-ה: 10:00-21:00
שישי: 
שבת: ",אריק איינשטיין 3,,054-3105337,ישיבה במסעדה,,N,יקבים ומבשלות בירה,הרצליה,שרון,N,32.162828,34.814828
יקב אלבר,יקב בוטיק משפחתי ,בר-פאב,"א-ה: ב'-ה' 09:00-17:00
שישי: 09:00-16:00
שבת: 09:00-17:00",שדות ראש פינה,www.alberwinery.com,052-5104449,ישיבה במסעדה,,N,יקבים ומבשלות בירה,ראש פינה,צפון,N,33.009343,35.580008
OAK&אש,מבשלת בירה,בר-פאב,"א-ה: חנות אינטרנטית
שישי: 
שבת: ",אזור תעשייה נחם,oaa.co.il,054-7240054,משלוחים,,N,יקבים ומבשלות בירה,בית שמש,ירושלים,N,31.759508,34.990683
מזקקת THINKERS,מזקקה מרכז מבקרים ,בר-פאב,"א-ה: ב'-ה' 11:00-19:00
שישי: 11:00-14:00
שבת: ",אגריפס 88 שוק מחנה יהודה,https://thinkersdistillery.com/,02-6205550,ישיבה במסעדה,כשר,N,יקבים ומבשלות בירה,ירושלים,ירושלים,N,31.785135,35.210168
