שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-לקוח אחרון
שישי: 08:00-לקוח אחרון
שבת: 08:00-לקוח אחרון","מתחם מול כנרת, צמח",gregcafe.co.il/,04-8111922,ישיבה במסעדה,,Y,בית קפה,צמח,צפון,N,32.703792,35.584735
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:30-23:00
שישי: 08:00- שעה לפני כניסת שבת
שבת: חצי שעה לאחר צאת השבת - 00:00",אירית 2  קניון נהריה,gregcafe.co.il/,04-9930090,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,נהרייה,צפון,N,32.990224,35.095343
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-22:00
שישי: 09:00-15:00
שבת: 19:00-22:00",בן צבי 1 קניון ארנה,gregcafe.co.il/,04-8121118,ישיבה במסעדה,,Y,בית קפה,נהרייה,צפון,N,33.005191,35.100505
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:30-22:00
שישי: 09:00-14:00
שבת: ",ירמיהו 43,gregcafe.co.il/,02-6249213,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,ירושלים,ירושלים,N,31.789824,35.200604
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי","א-ה: 08:00-23:30
שישי: 08:00-15:30
שבת: חצי שעה לאחר צאת השבת - 00:00",רח' השוק 13 ביג,gregcafe.co.il/,04-6490011,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,עפולה,צפון,N,32.605603,35.293630
קפה גרג,בית קפה מסעדה - קניון עזריאלי,"איטלקי,בית קפה","א-ה: 09:00-22:30
שישי: 08:30-15:00
שבת: חצי שעה לאחר צאת השבת - 22:00",שד' דוד רזיאל 1,gregcafe.co.il/,08-9150900,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,רמלה,מרכז,N,31.925763,34.863851
קפה גרג,בית קפה מסעדה,"איטלקי,סושי-אסייאתי","א-ה: א'-ד' 09:00-22:30 ה'- 09:00-23:00
שישי: 08:00-13:00
שבת: חצי שעה מצאת השבת - 23:30",הרכס 31,gregcafe.co.il/,02-6424990,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,מעלה אדומים,ירושלים,N,31.782321,35.311208
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-23:00
שישי: 08:00-14:00
שבת: שעה לאחר צאת השבת- 23:00",יגאל אלון 1 (קניון ביג פאשן),gregcafe.co.il/,02-5401964,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,בית שמש,ירושלים,N,31.756570,34.989796
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:00-23:00
שישי: 08:00-שעתיים לפני כניסת שבת
שבת: שעה לאחר צאת השבת- 23:00",מנחם בגין 1 מרכז מול 7,gregcafe.co.il/,08-9292969,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,שדרות,דרום,N,31.517603,34.589308
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:15-22:00
שישי: 08:00- 3 שעות לפני כניסת שבת
שבת: 45 דק מצאת השבת-23:30",התמר 2,logo_greg_cafe.jpg,054-9592288,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,יקנעם עילית,צפון,N,32.659856,35.105129
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:00-23:00
שישי: 08:00-15:00
שבת: שעה לאחר צאת השבת - 00:00",גוש עציון,gregcafe.co.il/,02-6642223,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,ירושלים,ירושלים,N,31.645244,35.130919
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:30-23:00
שישי: 08:00-שעה לפני כניסת שבת
שבת: חצי שעה מצאת השבת - לקוח אחרון",שטורמן 1 קניון במימין,gregcafe.co.il/,04-6060260,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,בית שאן,צפון,N,32.499031,35.504715
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 09:00-00:00
שישי: 08:30-14:00
שבת: שעה לאחר צאת השבת - לקוח אחרון",שדרות יצחק רבין 10,gregcafe.co.il/,02-5342292,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,ירושלים,ירושלים,N,31.783081,35.203642
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:00-23:00
שישי: 08:00-14:00
שבת: חצי שעה מצאת השבת - 23:00",בני ברמן 2 עיר ימים,gregcafe.co.il/,09-7720970,ישיבה במסעדה,כשר,Y,בית קפה,נתניה,שרון,N,32.279606,34.845122
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 09:00-22:00
שישי: 10:00-16:00
שבת: 09:00-23:00",שד' הכוכבים 8,gregcafe.co.il/,09-9500569,ישיבה במסעדה,כשר,Y,בית קפה,הרצליה,שרון,N,32.165302,34.823811
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 07:00-לקוח אחרון
שישי: 07:00- שעה וחצי לפני כניסת שבת
שבת: שעה ממוצ""ש-לקוח אחרון",התפוח 5,gregcafe.co.il/,04-6801191,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,ראש פינה,צפון,N,32.968885,35.549996
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 07:45-23:00
שישי: 08:00-14:00
שבת: שעה לאחר צאת השבת - 23:30",הבנאי 6,gregcafe.co.il/,03-9303372,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,אריאל,צפון,N,32.100763,35.170182
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:00-00:00
שישי: 08:00-00:00
שבת: 08:00-00:00",כביש ואדי ערה,gregcafe.co.il/,04-6359888,ישיבה במסעדה,,Y,בית קפה,ערערה,צפון,N,32.501420,35.074329
גרג קיטשן ,בית קפה מסעדה תפריט שף בשרי ,"איטלקי,בית קפה,בשרים,מתוקים-קינוחים","א-ה: 07:30-00:00
שישי: 08:15-14:30
שבת: שעה לאחר צאת השבת - לקוח אחרון",שדרות מוריה 110,gregcafe.co.il/,04-8330803,ישיבה במסעדה,,N,מסעדה,חיפה,צפון,N,32.789837,34.986395
בית הפנקייק המקורי,בית הפנקייק המקורי,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 24/7
שישי: 24/7
שבת: 24/7",מחלף הסירה,www.pancake.co.il,09-9514215,ישיבה במסעדה,,Y,מסעדה,הרצליה,שרון,N,32.157966,34.810106
DEDA,חוויה גאורגית מקורית ,"בשרים,חלבי","א-ה: 12:00-22:00
שישי: 12:00-22:00
שבת: 12:00-22:00",גיבורי ישראל 5,www.deda.co.il/,1-700700165,ישיבה במסעדה,,Y,מסעדה,נתניה,שרון,N,32.275496,34.859982
יקב כישור ,מכירת יין וסיורים בתיאום מראש ,בר-פאב,"א-ה: 1010:00-15:00
שישי: 10:00-14:00
שבת: ",ד.נ. בקעת בית הכרם 2012300,kishor-winery.co.il/,04-9085198,"איסוף עצמי,משלוחים",כשר,Y,יקבים ומבשלות בירה,כישור,צפון,N,32.943497,35.249278
פרש דה מרקט ,קפה -אוכל-חברים,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-23:00
שישי: 08:00-13:30
שבת: שעה וחצי מצאת השבת - 23:00",ויצמן 207,www.freshkitchen.co.il/,09-9657717,ישיבה במסעדה,כשר,N,מסעדה,כפר סבא,שרון,N,32.172083,34.928427
פרש דה מרקט ,קפה -אוכל-חברים,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:30-23:00
שישי: 08:30-14:00
שבת: שעה לאחר צאת השבת - 23:00",שכטמן 10,www.freshkitchen.co.il/,04-9113233,ישיבה במסעדה,כשר,N,מסעדה,חדרה,צפון,N,32.441794,34.895049
DEDA,חוויה גאורגית מקורית ,בשרים,"א-ה: 12:00-22:00
שישי: 12:00-22:00
שבת: 12:00-22:00",הרצל 75,www.deda.co.il/,1-700-700-165,ישיבה במסעדה,,Y,מסעדה,ראשון לציון,מרכז,N,31.965336,34.803065
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:30-22:00
שישי: 08:30-15:00
שבת: 18:00-23:00",שמחה גולן 54 גרנד קניון,gregcafe.co.il/,04-8110455,ישיבה במסעדה,,Y,בית קפה,חיפה,צפון,N,32.789760,35.008029
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-22:00
שישי: 09:00-14:00
שבת: חצי שעה מצאת השבת - 23:00",רח' תדהר 1,gregcafe.co.il/,04-9531807,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,פרדס חנה-כרכור,צפון,N,32.488001,34.970632
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-23:00
שישי: 09:00-14:00
שבת: 18:30-23:00",קניון ממילא,gregcafe.co.il/,02-6254567,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,ירושלים,ירושלים,N,31.777684,35.224177
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 07:30-22:00
שישי: 08:00-14:00
שבת: חצי שעה מצאת השבת - 23:00",קניון שרונים,gregcafe.co.il/,09-8800890,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,הוד השרון,שרון,N,32.133022,34.901767
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-22:00
שישי: 09:00-14:00
שבת: חצי שעה מצאת השבת - 23:00",סינמול לב המפרץ,gregcafe.co.il/,04-8403333,ישיבה במסעדה,כשר,Y,בית קפה,חיפה,צפון,N,32.793618,35.037487
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: א'-ד' 08:00-22:00 ה' 08:00-23:00
שישי: 08:00-14:45
שבת: 19:00-23:00",משה פלימן 4 קניון חיפה,gregcafe.co.il/,04-8550000,ישיבה במסעדה,,Y,בית קפה,חיפה,צפון,N,32.789686,34.965129
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-22:00
שישי: 07:30-15:00
שבת: מצאת השבת - 23:00",הרצל 60 קניון השרון,gregcafe.co.il/,09-8624488,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,נתניה,שרון,N,32.326762,34.861715
מיט קיצ'ן ,מסעדת שף בשרית ,בשרים,"א-ה: 12:00-00:00
שישי: 
שבת: שעה לאחר צאת השבת - 00:00",יוסף יקותיאלי 4 האנגר 27,www.meatkitchen.co.il/,03-5364755,ישיבה במסעדה,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.101882,34.775967
בית הפנקייק המקורי,"ארוחות בוקר, סלטים פנקייקים וקינוחים","בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-00:00
שישי: 08:00-00:00
שבת: 08:00-00:00",נתניה,www.pancake.co.il/,6716*,"ישיבה במסעדה,משלוחים",,Y,מסעדה,נתניה,שרון,N,32.324750,34.866876
פאט ויני,מסעדה איטלקית ,איטלקי,"א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00","קניון עזריאלי, משה פלימן 4",www.fatvinny.com/,2730*,"ישיבה במסעדה,משלוחים",,Y,מסעדה,חיפה,צפון,N,32.789820,34.965640
יקב צפרירים ,מכירת יין וסיורים בתיאום מראש,בר-פאב,"א-ה: בתיאום טלפוני מראש
שישי: 11:00-16:00 בתיאום מראש
שבת: 11:00-16:00",רח' היקב 48,www.zafririmwinery.com/,052-4493042,"איסוף עצמי,משלוחים",,N,יקבים ומבשלות בירה,צפרירים,דרום,N,31.660823,34.944189
רובע בר - יין ,בר יין (לא כולל hppy huor ) ,בר-פאב,"א-ה: 17:00-02:00
שישי: 09:00-01:30
שבת: 09:30-01:30",דיזנגוף 192,rova-bar.co.il/,03-9136732,ישיבה במסעדה,,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.085911,34.774836
פארוק בשוק ,בר מסעדה ים תיכוני (לא כולל happy hour),בר-פאב,"א-ה: 10:00-01:00
שישי: 09:00-01:00
שבת: 09:00-01:00",רבי נחמן 5,faruk-bashuk.co.il/,03-6515670,ישיבה במסעדה,,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.040783,34.752117
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 08:00-לקוח אחרון
שישי: 08:00-14:00
שבת: 45 דקות מצאת השבת- לקוח אחרון",דרך הים 2,gregcafe.co.il/,04-9962399,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,עתלית,צפון,N,32.696749,34.945418
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-22:00
שישי: 08:00-15:00
שבת: שעה לאחר צאת השבת - לקוח אחרון",דרך החטיבות 16 קניון ONE,gregcafe.co.il/,04-6454791,ישיבה במסעדה,,Y,בית קפה,נצרת,צפון,N,32.699420,35.311185
קפה גרג ,בית קפה מסעדה ,"איטלקי,בית קפה,חלבי,מתוקים-קינוחים","א-ה: 08:00-00:00
שישי: 08:00-00:00
שבת: 08:00-00:00",מתחם ביג פאשן,gregcafe.co.il/,04-6452954,ישיבה במסעדה,,Y,בית קפה,נצרת,צפון,N,32.696021,35.301084
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,דגים,חלבי","א-ה: 08:30-23:30
שישי: 08:00-13:00
שבת: מצאת השבת - לקוח אחרון",דרך הדרום 20,bleeckerbakery.co.il/,08-8606969,ישיבה במסעדה,כשר,Y,מסעדה,קריית גת,דרום,N,31.605796,34.777254
אלון כהן קייטרינג ,קייטרינג שף ומגשי אירוח ,"איטלקי,בשרים,דגים,חלבי,טאפסים,ים תיכוני","א-ה: 09:00-18:00
שישי: 
שבת: ",משה שוולב 7,www.aloncohen.co.il/,03-6319316,ישיבה במסעדה,כשר,Y,"גלידריה, מתוקים וקינוחים",פתח תקווה,מרכז,N,32.107551,34.893911
פאסדה ,בר מסעדה (לא כולל happy hour),בר-פאב,"א-ה: 18:30-02:00
שישי: 13:00-19:00, 21:00-03:00
שבת: 18:00-02:00",דיזנגוף 196,www.facebook.com/Fasada-792560640843301/,054-5784488,ישיבה במסעדה,,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.086175,34.774908
קפה קפה ,בית קפה מסעדה ,"בית קפה,בשרים","א-ה: 08:00-00:00
שישי: 08:00-00:00
שבת: 08:00-01:00",שד' הנשיא 139,cafecafeeilat.rest.co.il,04-8404444,ישיבה במסעדה,,Y,בית קפה,חיפה,צפון,N,32.802657,34.985449
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:30-22:30
שישי: 08:00- עד שעתיים לפני כניסת שבת
שבת: מוצ""ש - 23:00","הבזלת 2, כפר תבור",gregcafe.co.il/,04-6480018,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,כפר תבור,צפון,N,32.693998,35.418946
קפה גרג ,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-23:00
שישי: 08:00-14:00
שבת: 18:00-23:00",ישפרו סנטר המלאכות 5,gregcafe.co.il/,08-6618800,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,מודיעין-מכבים-רעות,ירושלים,N,31.889174,34.966251
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-22:00
שישי: 09:00-לקוח אחרון
שבת: 09:00-23:00",אקליפטוס 3,gregcafe.co.il/,04-9504033,ישיבה במסעדה,,Y,בית קפה,רמת ישי,צפון,N,32.707466,35.173779
פרש דה מרקט ,קפה -אוכל-חברים,"איטלקי,בית קפה,חלבי","א-ה: 08:00-23:00
שישי: 08:00-13:00
שבת: שעה לאחר צאת השבת - 00:00",דרך הדרום 3,www.freshkitchen.co.il/,08-8500085,ישיבה במסעדה,כשר,Y,מסעדה,קריית גת,דרום,N,31.603921,34.772439
קפה קפה ,בית קפה מסעדה,"בית קפה,בשרים","א-ה: 09:00-23:00
שישי: 07:30-23:30
שבת: 09:00-23:30",ברוך קטינקא 2,www.cafecafe.co.il/he/home/a/main/,08-6379939,ישיבה במסעדה,,N,בית קפה,באר שבע,דרום,N,31.224413,34.801423
משק אחיה ,שמן זית כתית ,צמחוני-טבעוני,"א-ה: 08:00-15:30
שישי: 
שבת: ",א.ת שילה ד.נ אפרים 9422,www.m-achiya.co.il/,02-9401313,משלוחים,כשר למהדרין,Y,מעדניה,שילה,ירושלים,N,32.048023,35.303308
פרנג'ליקו ,מסעדה אסייתית,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",אורנים 1,frangelicobar.com/,04-6016777,ישיבה במסעדה,,Y,מסעדה,נוף הגליל,צפון,N,32.705837,35.316177
יקב פייב סטונס  יניארדס,יקב בוטיק איכותי מהרי יהודה ,בר-פאב,"א-ה: 08:30-18:30
שישי: בתיאום מראש
שבת: ",גבעת ישעיהו,,074-7030400,משלוחים,כשר,Y,יקבים ומבשלות בירה,גבעת ישעיהו,ירושלים,N,31.672397,34.943196
פרנג'ליקו,מסעדה אסייתית,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 12:00-00:00
שישי: 12:00-00:00
שבת: 12:00-00:00",שד' הסתדרות 55,,04-8720855,ישיבה במסעדה,,N,מסעדה,חיפה,צפון,N,32.793828,35.038505
מסעדת יקב כביר,בית קפה,חלבי,"א-ה: חמישי- 19:00-23:30
שישי: 09:00-13:00
שבת: מוצ""ש עד חצות",דרך היין 1,www.kabirwinery.co.il,052-7966638,"ישיבה במסעדה,משלוחים",כשר למהדרין,Y,יקבים ומבשלות בירה,אלון מורה,צפון,N,32.235783,35.331950
סושי בר רמת השרון,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 12:00-22:30
שישי: 12:00-22:30
שבת: 12:00-22:30",סוקולוב 111,sushibar-sokolov.co.il,03-5477755,ישיבה במסעדה,,Y,מסעדה,רמת השרון,שרון,N,32.151445,34.841454
